,id,title,release_date,overview,popularity,vote_average,vote_count,video
3853,377799,One Man and his Cow,2/17/2016,An Algerian man's life-long dream finally comes true when he receives an invitation to take his cow Jacqueline to the Paris International Agriculture Fair.,7.148,6.8,274,FALSE
3854,303857,Dragon Ball Z: Resurrection 'F',4/18/2015,"One peaceful day on Earth, two remnants of Frieza's army named Sorbet and Tagoma arrive searching for the Dragon Balls with the aim of reviving Frieza. They succeed, and Frieza subsequently seeks revenge on the Saiyans.",249.686,6.8,1276,FALSE
3855,168903,Barbie in the Pink Shoes,2/14/2013,"Dance your way to a magical adventure with Barbie as Kristyn, a ballerina with big dreams! When she tries on a pair of sparkling pink shoes, she and her best friend, Hailey, are whisked away to a fantastical ballet world. There, Kristyn discovers she must dance in her favorite ballets in order to defeat an evil Snow Queen. With performances to the legendary Giselle and Swan Lake ballets, it's a wonderful journey where if you dance with your heart, dreams come true!",35.697,6.8,282,FALSE
3856,401847,Can You Ever Forgive Me?,10/19/2018,"When a bestselling celebrity biographer is no longer able to get published because she has fallen out of step with current tastes, she turns her art form to deception.",14.39,6.8,1005,FALSE
3857,120475,Dragon Ball: Episode of Bardock,12/17/2011,"A spin-off scenario taking place after the events of the TV special Dragon Ball Z: Bardock - The Father of Goku, in which Bardock survives the destruction of Planet Vegeta and is sent into the past, combating Frieza's ancestor Chilled and turning into a Super Saiyan.",38.294,6.8,297,FALSE
3858,37735,Easy A,9/16/2010,"Olive, an average high school student, sees her below-the-radar existence turn around overnight once she decides to use the school's gossip grapevine to advance her social standing. Now her classmates are turning against her and the school board is becoming concerned, including her favorite teacher and the distracted guidance counselor. With the support of her hilariously idiosyncratic parents and a little help from a long-time crush, Olive attempts to take on her notorious new identity and crush the rumor mill once and for all.",63.888,6.8,5744,FALSE
3859,28089,The Messenger,11/13/2009,"Will Montgomery, a U.S. Army Staff Sergeant who has returned home from Iraq, is assigned to the Army’s Casualty Notification service. Montgomery is partnered with Captain Tony Stone, to give notice to the families of fallen soldiers. The Sergeant is drawn to Olivia Pitterson, to whom he has delivered news of her husband’s death.",6.474,6.8,304,FALSE
3860,14924,Sid and Nancy,10/24/1986,"January 1978. After their success in England, the punk rock band Sex Pistols venture out on their tour of the southern United States. Temperamental bassist Sid Vicious is forced by his band mates to travel without his troubled girlfriend, Nancy Spungen, who will meet him in New York. When the band breaks up and Sid begins his solo career in a hostile city, the turbulent couple definitely falls into the depths of drug addiction.",10.008,6.8,355,FALSE
3861,8852,Prince of Darkness,10/23/1987,"A research team finds a mysterious cylinder in a deserted church. If opened, it could mean the end of the world.",10.87,6.8,655,FALSE
3862,412656,Chaos Walking,2/24/2021,"Two unlikely companions embark on a perilous adventure through the badlands of an unexplored planet as they try to escape a dangerous and disorienting reality, where all inner thoughts are seen and heard by everyone.",150.816,6.8,1449,FALSE
3863,256917,The Water Diviner,12/25/2014,"In 1919, Australian farmer Joshua Connor travels to Turkey to discover the fate of his three sons, reported missing in action. Holding on to hope, Joshua must travel across the war-torn landscape to find the truth and his own peace.",10.708,6.8,999,FALSE
3864,11439,The Ghost Writer,2/12/2010,A writer stumbles upon a long-hidden secret when he agrees to help former British Prime Minister Adam Lang complete his memoirs on a remote island after the politician's assistant drowns in a mysterious accident.,13.765,6.8,1694,FALSE
3865,1824,50 First Dates,2/13/2004,"Henry is a player skilled at seducing women. But when this veterinarian meets Lucy, a girl with a quirky problem when it comes to total recall, he realizes it's possible to fall in love all over again…and again, and again. That's because the delightful Lucy has no short-term memory, so Henry must woo her day after day until he finally sweeps her off her feet.",24.63,6.8,5848,FALSE
3866,513347,Flavors of Youth,8/4/2018,"The rigorous city life of China, while bustling and unforgiving, contains the everlasting memories of days past. Three stories told in three different cities, follow the loss of youth and the daunting realization of adulthood.  Though reality may seem ever changing, unchangeable are the short-lived moments of one's childhood days. A plentiful bowl of noodles, the beauty of family and the trials of first love endure the inevitable flow of time, as three different characters explore the strength of bonds and the warmth of cherished memories. Within the disorder of the present world, witness these quaint stories recognize the comfort of the past, and attempt to revive the neglected flavors of youth.",54.818,6.8,441,FALSE
3867,9433,The Edge,9/6/1997,"The plane carrying wealthy Charles Morse crashes down in the Alaskan wilderness. Together with the two other passengers, photographer Robert and assistant Stephen, Charles devises a plan to help them reach civilization. However, his biggest obstacle might not be the elements, or even the Kodiak bear stalking them -- it could be Robert, whom Charles suspects is having an affair with his wife and would not mind seeing him dead.",10.97,6.8,861,FALSE
3868,95,Armageddon,7/1/1998,"When an asteroid threatens to collide with Earth, NASA honcho Dan Truman determines the only way to stop it is to drill into its surface and detonate a nuclear bomb. This leads him to renowned driller Harry Stamper, who agrees to helm the dangerous space mission provided he can bring along his own hotshot crew. Among them is the cocksure A.J. who Harry thinks isn't good enough for his daughter, until the mission proves otherwise.",51.606,6.8,6303,FALSE
3869,729720,The Last Mercenary,7/30/2021,"A mysterious former secret service agent must urgently return to France when his estranged son  is falsely accused of arms and drug trafficking by the government, following a blunder by an overzealous bureaucrat and a mafia operation.",224.588,6.8,443,FALSE
3870,300666,Bravetown,5/8/2015,"After an accidental drug overdose, a talented teenage DJ goes to live with his estranged father in a small Army town, where he gets to the bottom of his own pain and learns empathy for others.",7.926,6.8,258,FALSE
3871,296524,Deepwater Horizon,9/29/2016,"A story set on the offshore drilling rig Deepwater Horizon, which exploded during April 2010 and created the worst oil spill in U.S. history.",29.62,6.8,3625,FALSE
3872,209451,Jersey Boys,6/5/2014,"A musical biopic of the Four Seasons—the rise, the tough times and personal clashes, and the ultimate triumph of a group of friends whose music became symbolic of a generation. Far from a mere tribute concert, it gets to the heart of the relationships at the centre of the group, with a special focus on frontman Frankie Valli, the small kid with the big falsetto.",9.889,6.8,561,FALSE
3873,11708,Chitty Chitty Bang Bang,12/17/1968,"A hapless inventor finally finds success with a flying car, which a dictator from a foreign government sets out to take for himself.",11.194,6.8,471,FALSE
3874,12706,Croupier,6/25/1998,"Jack Manfred is an aspiring writer who to make ends meet, takes a job as a croupier. Jack remains an observer, knowing that everything in life is a gamble and that gamblers are born to lose. Inevitably, he gets sucked into the world of the casino which takes its toll on his relationships and the novel he is writing.",9.673,6.8,202,FALSE
3875,360920,The Grinch,11/8/2018,The Grinch hatches a scheme to ruin Christmas when the residents of Whoville plan their annual holiday celebration.,384.238,6.8,2831,FALSE
3876,253412,Everest,9/10/2015,"Inspired by the incredible events surrounding a treacherous attempt to reach the summit of the world's highest mountain, ""Everest"" documents the awe-inspiring journey of two different expeditions challenged beyond their limits by one of the fiercest snowstorms ever encountered by mankind. Their mettle tested by the harshest of elements found on the planet, the climbers will face nearly impossible obstacles as a lifelong obsession becomes a breathtaking struggle for survival.",59.921,6.8,3998,FALSE
3877,24750,Time After Time,8/31/1979,Writer H. G. Wells pursues Jack the Ripper to modern day San Francisco after the infamous serial killer steals his time machine to escape the 19th century.,9.798,6.8,232,FALSE
3878,15723,The Big Kahuna,11/17/1999,"Three salesmen working for a firm that makes industrial lubricants are waiting in the company's ""hospitality suite"" at a manufacturers' convention for a ""big kahuna"" named Dick Fuller to show up, in hopes they can persuade him to place an order that could salvage the company's flagging sales.",5.848,6.8,286,FALSE
3879,347626,He's All That,8/27/2021,"To get revenge on her ex-boyfriend, an influencer attempts to transform an unpopular classmate into prom king.",123.326,6.8,757,FALSE
3880,337676,"Mektoub, My Love: Canto Uno",9/7/2017,"Amin, an aspiring screenwriter living in Paris, returns home for the summer, to a fishing village in the South of France. It is a time of reconnecting with his family and his childhood friends. Together with his cousin Tony and his best friend Ophélie, he spends his time between the Tunisian restaurant run by his parents, the local bars and the beaches frequented by girls on holiday. Enchanted by the many female characters who surround him, Amin remains in awe of these summer sirens while his dionysiac cousin throws himself into their carnal delights with euphoria. Armed with his camera and guided by the bright simmer light of the Mediterranean coast, Amin pursues his philosophical quest while gathering inspiration for his screenplays. When it comes to love, only Mektoub (‘destiny' in Arabic) can decide.",10.58,6.8,243,FALSE
3881,286519,Boychoir,9/4/2014,"A troubled and angry 11-year-old orphan from a small Texas town, ends up at a Boy Choir school after the death of his single mother. Completely out of his element, he finds himself in a battle of wills with a demanding Choir Master who recognises a unique talent in this young boy as he pushes him to discover his creative heart and soul in music.",8.652,6.8,215,FALSE
3882,61667,We Have a Pope,4/15/2011,"The newly elected Pope suffers a panic attack just as he is about to greet the faithful who have gathered to see him. His advisors, unable to convince him he is the right man for the job, call on a renowned therapist who also happens to be an atheist. But the Pope's fear of his newfound responsibility is one he must face alone. Winner Best Film at the Italian Golden Globes.",8.246,6.8,417,FALSE
3883,13258,Son of Rambow,1/22/2007,"Will is looking for an escape from his family when he encounters Lee, the school bully. Armed with a video camera and a copy of Rambo, Lee plans to make his own action-packed video epic.",8.562,6.8,338,FALSE
3884,11144,They Called Him Bulldozer,9/15/1978,"The ""Bulldozer"", a former football star, is now working as a fisherman. As a group of street-people arranges a football match against the local Armybase, he is asked to be their trainer. His boat was damaged by a submarine and he currently has no work, so he agrees.",9.392,6.8,246,FALSE
3885,454,Romeo + Juliet,11/1/1996,"In director Baz Luhrmann's contemporary take on William Shakespeare's classic tragedy, the Montagues and Capulets have moved their ongoing feud to the sweltering suburb of Verona Beach, where Romeo and Juliet fall in love and secretly wed. Though the film is visually modern, the bard's dialogue remains.",18.1,6.8,4086,FALSE
3886,283704,Leopardi,10/16/2014,"A luminously beautiful biopic of the celebrated eighteenth-century Italian poet, essayist and philosopher Giacomo Leopardi, who created immortal verse whilst struggling with a debilitating illness.",6.175,6.8,585,FALSE
3887,50839,Margin Call,2/11/2011,A thriller that revolves around the key people at an investment bank over a 24-hour period during the early stages of the financial crisis.,10.374,6.8,1267,FALSE
3888,27554,The Panic in Needle Park,6/1/1971,"A stark portrayal of life among a group of heroin addicts who hang out in Needle Park in New York City. Played against this setting is a low-key love story between Bobby, a young addict and small-time hustler, and Helen, a homeless girl who finds in her relationship with Bobby the stability she craves.",7.154,6.8,223,FALSE
3889,25284,The Last Seduction,5/26/1994,"Looking to escape her unhappy marriage, villainous femme fatale Bridget Gregory convinces her husband, Clay, to sell cocaine, then steals the profits and runs out on him. She stops in a small town en route to Chicago, where she ensnares her next conquest, insurance man Mike Swale. After getting a job at his insurance company, Bridget convinces Mike to run a scam -- but things take a deadly turn when she recruits him to help get rid of her husband.",7.527,6.8,231,FALSE
3890,431,Cube,9/9/1997,"A group of strangers find themselves trapped in a maze-like prison. It soon becomes clear that each of them possesses the peculiar skills necessary to escape, if they don't wind up dead first.",17.911,6.8,3624,FALSE
3891,658751,Rising High,4/17/2020,"Charting the rise and fall of three corrupt real estate agents who accumulate absurd wealth in no time but fall into a vortex of fraud, greed and drugs.",9.948,6.8,213,FALSE
3892,393457,Fences,12/16/2016,"In 1950s Pittsburgh, a frustrated African-American father struggles with the constraints of poverty, racism, and his own inner demons as he tries to raise a family.",24.98,6.8,2083,FALSE
3893,5854,Family Plot,4/9/1976,"Spiritualist Blanche Tyler is asked to locate a missing heir, whom she pursues with her cab driver boyfriend George Lumley, an unemployed actor.",8.252,6.8,298,FALSE
3894,2140,Kiss of the Dragon,7/6/2001,"Liu Jian, an elite Chinese police officer, comes to Paris to arrest a Chinese drug lord. When Jian is betrayed by a French officer and framed for murder, he must go into hiding and find new allies.",18.33,6.8,887,FALSE
3895,1871,Fantomas,11/4/1964,Fantômas is a man of many disguises. He uses maquillage as a weapon. He can impersonate anyone using an array of masks and can create endless confusion by constantly changing his appearance.,8.489,6.8,540,FALSE
3896,617502,Jolt,7/15/2021,"Lindy is an acid-tongued woman with rage issues who controls her temper by shocking herself with an electrode vest. One day she makes a connection with Justin, who gives her a glimmer of hope for a shock-free future, but when he’s murdered she launches herself on a revenge-fueled rampage in pursuit of his killer.",233.952,6.8,799,FALSE
3897,339405,Christine,10/14/2016,"The story of Christine Chubbuck, a 1970s TV reporter struggling with depression and professional frustrations as she tries to advance her career.",7.2,6.8,283,FALSE
3898,15167,Barbie in the Nutcracker,9/30/2001,"""Barbie"" stars as Clara in this animated retelling of the classic Christmas ballet, complete with Tchaikovsky soundtrack and ballet choreography.",74.611,6.8,829,FALSE
3899,13509,The Monster Squad,8/14/1987,"Count Dracula adjourns to Earth, accompanied by Frankenstein's Monster, the Wolfman, the Mummy, and the Gillman. The uglies are in search of a powerful amulet that will grant them power to rule the world. Our heroes - the Monster Squad are the only ones daring to stand in their way.",7.302,6.8,419,FALSE
3900,11448,Mighty Aphrodite,9/13/1995,"When Lenny and his wife, Amanda, adopt a baby, Lenny realizes that his son is a genius and becomes obsessed with finding the boy's biological mother in hopes that she will be brilliant too. But when he learns that Max's mother is Linda Ash, a kindhearted prostitute and porn star, Lenny is determined to reform her immoral lifestyle. A Greek chorus chimes in to relate the plot to Greek mythology in this quirky comedy.",10.413,6.8,480,FALSE
3901,86838,Seven Psychopaths,10/12/2012,A struggling screenwriter inadvertently becomes entangled in the Los Angeles criminal underworld after his oddball friends kidnap a gangster's beloved Shih Tzu.,17.41,6.8,3056,FALSE
3902,16995,State of Play,4/17/2009,"Handsome, unflappable U.S. Congressman Stephen Collins is the future of his political party: an honorable appointee who serves as the chairman of a committee overseeing defense spending. All eyes are upon the rising star to be his party's contender for the upcoming presidential race. Until his research assistant/mistress is brutally murdered and buried secrets come tumbling out.",78.669,6.8,1450,FALSE
3903,10015,Heartbreak Ridge,12/5/1986,"A hard-nosed, hard-living Marine gunnery sergeant clashes with his superiors and his ex-wife as he takes command of a spoiled recon platoon with a bad attitude.",11.584,6.8,707,FALSE
3904,188166,Blue Ruin,4/25/2014,"When the quiet life of a beach bum is upended by dreadful news, he sets off for his childhood home to carry out an act of vengeance. However, he proves an inept assassin and finds himself in a brutal fight to protect his estranged family.",9.584,6.8,1148,FALSE
3905,15157,Another Cinderella Story,9/16/2008,"A guy who danced with what could be the girl of his dreams at a costume ball only has one hint at her identity: the Zune she left behind as she rushed home in order to make her curfew. And with a once-in-a-lifetime opportunity in front of him, he sets out to find his masked beauty.",32.589,6.8,1506,FALSE
3906,11904,Young Sherlock Holmes,12/4/1985,"Sherlock Holmes and Dr. Watson meet as boys in an English Boarding school. Holmes is known for his deductive ability even as a youth, amazing his classmates with his abilities. When they discover a plot to murder a series of British business men by an Egyptian cult, they move to stop it.",7.231,6.8,457,FALSE
3907,548066,Level Sixteen,2/20/2018,"The teenage girls of Vestalis Academy are meticulously trained in the art of being “clean girls,” practicing the virtues of perfect femininity. But what exactly are they being trained for? Vivien intends to find out.",21.684,6.8,413,FALSE
3908,491283,Judy,9/27/2019,"Winter 1968 and showbiz legend Judy Garland arrives in Swinging London to perform a five-week sold-out run at The Talk of the Town. It is 30 years since she shot to global stardom in The Wizard of Oz, but if her voice has weakened, its dramatic intensity has only grown. As she prepares for the show, battles with management, charms musicians and reminisces with friends and adoring fans, her wit and warmth shine through. Even her dreams of love seem undimmed as she embarks on a whirlwind romance with Mickey Deans, her soon-to-be fifth husband.",10.925,6.8,874,FALSE
3909,467956,The Professor,5/17/2018,"A world-weary college professor is given a life-changing diagnosis and decides to throw all pretense and conventions to the wind and live his life as boldly and freely as possible with a biting sense of humor, a reckless streak and a touch of madness.",8.353,6.8,795,FALSE
3910,340485,American Honey,9/30/2016,"A teenage girl with nothing to lose joins a traveling magazine sales crew, and gets caught up in a whirlwind of hard partying, law bending and young love as she criss-crosses the Midwest with a band of misfits.",10.11,6.8,646,FALSE
3911,249397,Nymphomaniac: Vol. II,12/25/2013,The continuation of Joe's sexually dictated life delves into the darker aspects of her adult life and what led to her being in Seligman's care.,30.957,6.8,2316,FALSE
3912,225574,Non-Stop,2/26/2014,"Bill Marks is a burned-out veteran of the Air Marshals service. He views the assignment not as a life-saving duty, but as a desk job in the sky. However, today's flight will be no routine trip. Shortly into the transatlantic journey from New York to London, he receives a series of mysterious text messages ordering him to have the government transfer $150 million into a secret account, or a passenger will die every 20 minutes.",16.907,6.8,4424,FALSE
3913,543343,Guava Island,4/13/2019,"Deni Maroon, a musician and dock worker is determined to pull off a music festival against the interests of the local factory owner.",6.045,6.8,255,FALSE
3914,504172,The Mule,12/14/2018,"Earl Stone, a man in his eighties, is broke, alone, and facing foreclosure of his business when he is offered a job that simply requires him to drive. Easy enough, but, unbeknownst to Earl, he's just signed on as a drug courier for a Mexican cartel. He does so well that his cargo increases exponentially, and Earl hit the radar of hard-charging DEA agent Colin Bates.",21.269,6.8,3880,FALSE
3915,463319,Shadow,9/30/2018,"In a kingdom ruled by a young and unpredictable king, the military commander has a secret weapon: a shadow, a look-alike who can fool both his enemies and the King himself. Now he must use this weapon in an intricate plan that will lead his people to victory in a war that the King does not want.",6.167,6.8,216,FALSE
3916,10785,The Thing From Another World,4/5/1951,Scientists and US Air Force officials fend off a blood-thirsty alien organism while investigating at a remote arctic outpost.,8.419,6.8,398,FALSE
3917,2293,Mallrats,10/20/1995,"Both dumped by their girlfriends, two best friends seek refuge in the local mall.",8.878,6.8,917,FALSE
3918,399402,Hunter Killer,10/19/2018,"Captain Glass of the USS Arkansas discovers that a coup d'état is taking place in Russia, so he and his crew join an elite group working on the ground to prevent a war.",32.563,6.8,1611,FALSE
3919,332979,Bleed for This,11/4/2016,"The inspirational story of World Champion Boxer Vinny Pazienza, who after a near fatal car crash, which left him not knowing if he'd ever walk again, made one of sports most incredible comebacks.",16.067,6.8,613,FALSE
3920,131631,The Hunger Games: Mockingjay - Part 1,11/19/2014,Katniss Everdeen reluctantly becomes the symbol of a mass rebellion against the autocratic Capitol.,120.986,6.8,13157,FALSE
3921,446894,Smallfoot,9/20/2018,A bright young yeti finds something he thought didn't exist—a human. News of this “smallfoot” throws the simple yeti community into an uproar over what else might be out there in the big world beyond their snowy village.,33.328,6.8,1194,FALSE
3922,228161,Home,3/18/2015,"When Earth is taken over by the overly-confident Boov, an alien race in search of a new place to call home, all humans are promptly relocated, while all Boov get busy reorganizing the planet. But when one resourceful girl, Tip, manages to avoid capture, she finds herself the accidental accomplice of a banished Boov named Oh. The two fugitives realize there’s a lot more at stake than intergalactic relations as they embark on the road trip of a lifetime.",45.329,6.8,3261,FALSE
3923,77459,A Monster in Paris,10/12/2011,"Paris, 1910. Emile, a shy movie projectionist, and Raoul, a colourful inventor, find themselves embarked on the hunt for a monster terrorizing citizens. They join forces with Lucille, the big-hearted star of the Bird of Paradise cabaret, an eccentric scientist and his irascible monkey to save the monster, who turns out to be an oversized but harmless flea, from the city's ruthlessly ambitious police chief.",35.71,6.8,973,FALSE
3924,44249,The Legend Is Born: Ip Man,6/24/2010,"The remarkable true story of the early life of Ip Man, the formidable kung fu genius who would become Bruce Lee's mentor; beginning at the start of his journey from his initial training through to the ultimate battle to become supreme master of the art of Wing Chun.",3.034,6.8,518,FALSE
3925,34463,Three Little Pigs,5/27/1933,"The two pigs building houses of hay and sticks scoff at their brother, building the brick house. But when the wolf comes around and blows their houses down (after trickery like dressing as a foundling sheep fails), they run to their brother's house. And throughout, they sing the classic song, ""Who's Afraid of the Big Bad Wolf?"".",7.508,6.8,274,FALSE
3926,12573,A Serious Man,9/30/2009,"It is 1967, and Larry Gopnik, a physics professor at a quiet Midwestern university, has just been informed by his wife Judith that she is leaving him. She has fallen in love with one of his more pompous acquaintances Sy Ableman.",10.505,6.8,1585,FALSE
3927,450322,The Man Who Invented Christmas,10/12/2017,"In 1843, despite the fact that Dickens is a successful writer, the failure of his latest book puts his career at a crossroads, until the moment when, struggling with inspiration and confronting reality with his childhood memories, a new character is born in the depths of his troubled mind; an old, lonely, embittered man, so vivid, so human, that a whole world grows around him, a story so inspiring that changed the meaning of Christmas forever.",22.102,6.8,609,FALSE
3928,258152,Party Central,2/20/2014,"Mike and Sulley are back at Monsters University for a fun-filled weekend with their Oozma Kappa fraternity brothers. The gang is throwing their first party, but no one’s showing up. Luckily for them, Mike and Sulley have come up with a plan to make sure “Party Central” is the most epic party the school has ever seen.",8.852,6.8,203,FALSE
3929,91745,Romeo & Juliet,9/12/2013,"In Verona, bad blood between the Montague and Capulet families leads to much bitterness. Despite the hostility, Romeo Montague manages an invitation to a masked ball at the estate of the Capulets and meets Juliet, their daughter. The two are instantly smitten but dismayed to learn that their families are enemies. Romeo and Juliet figure out a way to pursue their romance, but Romeo is banished for his part in the slaying of Juliet's cousin, Tybalt.",10.004,6.8,485,FALSE
3930,25941,Harry Brown,11/11/2009,An elderly ex-serviceman and widower looks to avenge his best friend's murder by doling out his own form of justice.,7.157,6.8,740,FALSE
3931,10998,Fatal Attraction,9/11/1987,A married man's one night stand comes back to haunt him when that lover begins to stalk him and his family.,13.569,6.8,1020,FALSE
3932,1125,Dreamgirls,12/25/2006,Three young women dream of becoming pop stars—and get their wish when they're chosen to be backup singers for the legendary James 'Thunder' Early.,10.542,6.8,784,FALSE
3933,448776,A Prayer Before Dawn,5/24/2018,"The true story of Billy Moore, an English boxer incarcerated in Thailand's most notorious prison. Thrown into a world of drugs and violence, he finds his best chance to escape is to fight his way out in Muay Thai tournaments.",25.926,6.8,409,FALSE
3934,294963,Bone Tomahawk,10/23/2015,"During a shootout in a saloon, Sheriff Hunt injures a suspicious stranger. The doctor's assistant, wife of the local foreman, tends to him in prison. That night, the town is attacked and they both disappear—only the arrow of a cannibal tribe is found. Hunt and a few of his men go in search of the prisoner and the foreman's wife.",11.429,6.8,1544,FALSE
3935,72190,World War Z,6/20/2013,"Life for former United Nations investigator Gerry Lane and his family seems content. Suddenly, the world is plagued by a mysterious infection turning whole human populations into rampaging mindless zombies. After barely escaping the chaos, Lane is persuaded to go on a mission to investigate this disease. What follows is a perilous trek around the world where Lane must brave horrific dangers and long odds to find answers before human civilization falls.",151.244,6.8,12593,FALSE
3936,8769,Christine,5/11/1983,"Geeky student Arnie Cunningham falls for Christine, a rusty 1958 Plymouth Fury, and becomes obsessed with restoring the classic automobile to her former glory. As the car changes, so does Arnie, whose newfound confidence turns to arrogance behind the wheel of his exotic beauty. Arnie's girlfriend Leigh and best friend Dennis reach out to him, only to be met by a Fury like no other.",23.178,6.8,1388,FALSE
3937,2023,Hidalgo,2/4/2004,"Set in 1890, this is the story of a Pony Express courier who travels to Arabia to compete with his horse, Hidalgo, in a dangerous race for a massive contest prize, in an adventure that sends the pair around the world...",16.097,6.8,909,FALSE
3938,1903,Vanilla Sky,1/22/2001,"David Aames has it all: wealth, good looks and gorgeous women on his arm. But just as he begins falling for the warmhearted Sofia, his face is horribly disfigured in a car accident. That's just the beginning of his troubles as the lines between illusion and reality, between life and death, are blurred.",15.062,6.8,3115,FALSE
3939,919,Blood: The Last Vampire,11/18/2000,"In Japan, the vampire-hunter Saya, who is a powerful original, is sent by her liaison with the government, David, posed as a teenage student to the Yokota High School on the eve of Halloween to hunt down vampires. Saya asks David to give a new katana to her. Soon she saves the school nurse Makiho Amano from two vampires disguised of classmates and Makiho witnesses her fight against the powerful demon.",18.901,6.8,224,FALSE
3940,55292,Shaolin,1/20/2011,"China is plunged into strife as feuding warlords try to expand their power by warring over neighboring lands. Fuelled by his success on the battlefield, young and arrogant Hao Jie sneers at Shaolin's masters when he beats one of them in a duel. But the pride comes before a fall. When his own family is wiped out by a rival warlord, Hao is forced to take refuge with the monks. As the civil unrest spreads and the people suffer, Hao and the Shaolin masters are forced to take a fiery stand against the evil warlords. They launch a daring plan or rescue and escape.",6.825,6.8,270,FALSE
3941,15144,Sixteen Candles,5/4/1984,A teenage girl deals with her parents forgetting her birthday and a crush on her high school's heartthrob.,14.272,6.8,1704,FALSE
3942,150689,Cinderella,3/12/2015,"When her father unexpectedly passes away, young Ella finds herself at the mercy of her cruel stepmother and her daughters. Never one to give up hope, Ella's fortunes begin to change after meeting a dashing stranger in the woods.",94.601,6.8,6078,FALSE
3943,138832,We're the Millers,8/7/2013,A veteran pot dealer creates a fake family as part of his plan to move a huge shipment of weed into the U.S. from Mexico.,42.318,6.8,7261,FALSE
3944,13682,Pooh's Heffalump Movie,2/11/2005,"Who or what exactly is a Heffalump? The lovable residents of the Hundred Acre Wood -- Winnie the Pooh, Rabbit, Tigger, Eeyore, Kanga and the rest of the pack -- embark on a journey of discovery in search of the elusive Heffalump. But as is always the case, this unusual road trip opens their eyes to so much more than just the creature they're seeking.",16.051,6.8,338,FALSE
3945,13667,Better Off Dead...,10/11/1985,"High school student Lane Meyer sinks into suicidal depression when his girlfriend dumps him for jock Roy Stalin, the high school ski racing champion. Meanwhile, he has to deal with his eccentric family, a tenacious paperboy and an obnoxious neighbor whose mother is hosting a beautiful French exchange student named Monique.",11.574,6.8,349,FALSE
3946,2616,Uncle Buck,8/16/1989,"Buck Russell, a lovable but slovenly bachelor, suddenly becomes the temporary caretaker of his nephew and nieces after a family emergency. His freewheeling attitude soon causes tension with his older niece Tia, loyal girlfriend Chanice and just about everyone else who crosses his path.",12.984,6.8,867,FALSE
3947,2266,"Paris, Je T'Aime",6/21/2006,"Olivier Assayas, Gus Van Sant, Wes Craven and Alfonso Cuaron are among the 20 distinguished directors who contribute to this collection of 18 stories, each exploring a different aspect of Parisian life. The colourful characters in this drama include a pair of mimes, a husband trying to chose between his wife and his lover, and a married man who turns to a prostitute for advice.",11.374,6.8,552,FALSE
3948,618162,The Harder They Fall,10/22/2021,"Gunning for revenge, outlaw Nat Love saddles up with his gang to take down enemy Rufus Buck, a ruthless crime boss who just got sprung from prison.",510.895,6.8,454,FALSE
3949,592984,Hillbilly Elegy,11/9/2020,"An urgent phone call pulls a Yale Law student back to his Ohio hometown, where he reflects on three generations of family history and his own future.",12.319,6.8,665,FALSE
3950,283366,Miss Peregrine's Home for Peculiar Children,9/27/2016,A teenager finds himself transported to an island where he must help protect a group of orphans with special powers from creatures intent on destroying them.,66.998,6.8,8445,FALSE
3951,158011,The Call,3/14/2013,"Jordan Turner is an experienced 911 operator but when she makes an error in judgment and a call ends badly, Jordan is rattled and unsure if she can continue. But when teenager Casey Welson is abducted in the back of a man's car and calls 911, Jordan is the one called upon to use all of her experience, insights and quick thinking to help Casey escape, and not just to save her, but to make sure the man is brought to justice.",35.449,6.8,2406,FALSE
3952,11522,Pretty in Pink,2/28/1986,"Andie is an outcast, hanging out either with her older boss, who owns the record store where she works, or her quirky high school classmate Duckie, who has a crush on her. When one of the rich and popular kids at school, Blane, asks Andie out, it seems too good to be true. As Andie starts falling for Blane, she begins to realize that dating someone from a different social sphere is not easy.",10.542,6.8,864,FALSE
3953,11129,Human Traffic,6/4/1999,"Five twenty-something friends spend a drug-fueled weekend in Cardiff, Wales.",6.357,6.8,249,FALSE
3954,523773,Little Italy,8/24/2018,Former childhood pals Leo and Nikki are attracted to each other as adults—but will their feuding parents' rival pizzerias put a chill on their sizzling romance?,16.113,6.8,480,FALSE
3955,8976,A Lot Like Love,4/21/2005,"On a flight from Los Angeles to New York, Oliver and Emily make a connection, only to decide that they are poorly suited to be together. Over the next seven years, however, they are reunited time and time again, they go from being acquaintances to close friends to ... lovers?",11.064,6.8,1061,FALSE
3956,1246,Rocky Balboa,12/20/2006,"When he loses a highly publicized virtual boxing match to ex-champ Rocky Balboa, reigning heavyweight titleholder, Mason Dixon retaliates by challenging Rocky to a nationally televised, 10-round exhibition bout. To the surprise of his son and friends, Rocky agrees to come out of retirement and face an opponent who's faster, stronger and thirty years his junior.",22.262,6.8,2618,FALSE
3957,535292,21 Bridges,10/24/2019,"An embattled NYPD detective, is thrust into a citywide manhunt for a pair of cop killers after uncovering a massive and unexpected conspiracy. As the night unfolds, lines become blurred on who he is pursuing, and who is in pursuit of him.",36.222,6.8,1430,FALSE
3958,261102,The Club of the Misunderstood,12/25/2014,"Valeria has just moved to Madrid after her parent's separation. What at first seems a bad start for her new life becomes the beginning of an amazing life experience. New friendships, a city full of possibilities, first love...",8.015,6.8,367,FALSE
